Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cAGR	labels	personality_description	sent	sentence1	sentence2
550	02_e05_c03(2) 	"[['Waiter', ' And for you?'], ['Phoebe Buffay', "" Um, I'm gonna have a cup of the cucumber soup, and, um, take care.""], ['Chandler Bing', ' I will have the uh, Cajun catfish.'], ['Waiter', ' Anything else?']]"	Ross Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  And for you?, Others :  Um, I'm gonna have a cup of the cucumber soup, and, um, take care., Others :  I will have the uh, Cajun catfish., Others :  Anything else?, ; 	Others :  And for you?, Others :  Um, I'm gonna have a cup of the cucumber soup, and, um, take care., Others :  I will have the uh, Cajun catfish., Others :  Anything else?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  And for you?, Others :  Um, I'm gonna have a cup of the cucumber soup, and, um, take care., Others :  I will have the uh, Cajun catfish., Others :  Anything else?, ; 	Others :  And for you?, Others :  Um, I'm gonna have a cup of the cucumber soup, and, um, take care., Others :  I will have the uh, Cajun catfish., Others :  Anything else?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
551	04_e10_c03(0) 	"[['Chandler', "" I say, Drew! Are you seeing anybody right now? (Drew looks at him) Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!""], ['Drew', "" I didn't think you were gay. I do now.""]]"	Mike	First, the emotion of others is neutral, the emotion of others is joy, 	; 	Others :  I say, Drew! Are you seeing anybody right now? (Drew looks at him) Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!, Others :  I didn't think you were gay. I do now., ; 	Others :  I say, Drew! Are you seeing anybody right now? (Drew looks at him) Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!, Others :  I didn't think you were gay. I do now., ; First, the emotion of others is neutral, the emotion of others is joy, 	False	0	Mike is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I say, Drew! Are you seeing anybody right now? (Drew looks at him) Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!, Others :  I didn't think you were gay. I do now., ; 	Others :  I say, Drew! Are you seeing anybody right now? (Drew looks at him) Og-ee-op, I'm not asking for me, I'm... I mean... No, I'm-I'm not gay, I'm not asking you out. I'm not-I'm not-I'm not gay!, Others :  I didn't think you were gay. I do now., ; First, the emotion of others is neutral, the emotion of others is joy, 	Mike is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
552	01_e03_c03(1) 	"[['Phoebe Buffay', "" - and there's five hundred extra dollars in my account.""], ['Chandler Bing', "" Oh, Satan's minions at work again...""]]"	Rachel Green	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  - and there's five hundred extra dollars in my account., Others :  Oh, Satan's minions at work again..., ; 	Others :  - and there's five hundred extra dollars in my account., Others :  Oh, Satan's minions at work again..., ; First, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  - and there's five hundred extra dollars in my account., Others :  Oh, Satan's minions at work again..., ; 	Others :  - and there's five hundred extra dollars in my account., Others :  Oh, Satan's minions at work again..., ; First, the emotion of others is neutral, the emotion of others is neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
553	01_e17_c06(2) 	[['Monica Geller', ' What!?'], ['Rachel Green', ' You know what?'], ['Monica Geller', ' (getting angry) What!!?']]	Dr. Rosen	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  What!?, Others :  You know what?, Others :  (getting angry) What!!?, ; 	Others :  What!?, Others :  You know what?, Others :  (getting angry) What!!?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Dr. is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  What!?, Others :  You know what?, Others :  (getting angry) What!!?, ; 	Others :  What!?, Others :  You know what?, Others :  (getting angry) What!!?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Dr. is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
554	03_e16_c13(2) 	"[['Joey', "" Y'know what, I don't think we should listen to this anymore. (Goes to open the door)""], ['Monica', "" (stopping him) What, what are you doing? You can't go out there.""], ['Joey', "" Why not?! (to Chandler) I'm hungry.""], ['Monica', "" Because they'll know we've been listening.""], ['Rachel', ' God! And to have to hear about it from Gunther!!']]"	Ross	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Y'know what, I don't think we should listen to this anymore. (Goes to open the door), Others :  (stopping him) What, what are you doing? You can't go out there., Others :  Why not?! (to Chandler) I'm hungry., Others :  Because they'll know we've been listening., Others :  God! And to have to hear about it from Gunther!!, ; 	Others :  Y'know what, I don't think we should listen to this anymore. (Goes to open the door), Others :  (stopping him) What, what are you doing? You can't go out there., Others :  Why not?! (to Chandler) I'm hungry., Others :  Because they'll know we've been listening., Others :  God! And to have to hear about it from Gunther!!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Y'know what, I don't think we should listen to this anymore. (Goes to open the door), Others :  (stopping him) What, what are you doing? You can't go out there., Others :  Why not?! (to Chandler) I'm hungry., Others :  Because they'll know we've been listening., Others :  God! And to have to hear about it from Gunther!!, ; 	Others :  Y'know what, I don't think we should listen to this anymore. (Goes to open the door), Others :  (stopping him) What, what are you doing? You can't go out there., Others :  Why not?! (to Chandler) I'm hungry., Others :  Because they'll know we've been listening., Others :  God! And to have to hear about it from Gunther!!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
555	03_e02_c02(3) 	[['Monica', ' I called him.'], ['All', ' Nooo.']]	Joey	First, the emotion of others is anger, the emotion of others is neutral, 	; 	Others :  I called him., Others :  Nooo., ; 	Others :  I called him., Others :  Nooo., ; First, the emotion of others is anger, the emotion of others is neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I called him., Others :  Nooo., ; 	Others :  I called him., Others :  Nooo., ; First, the emotion of others is anger, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
556	03_e14_c05(0) 	[['Ross', ' Hi.'], ['Rachel', ' Hi, sweetie!'], ['Ross', ' Hello.']]	Ross	The emotion of Ross is initially neutral, the emotion of others is neutral, Ross respond with neutral, 	 Hi.,  Hello., ; 	Speaker :  Hi., Others :  Hi, sweetie!, Speaker :  Hello., ; 	Speaker :  Hi., Others :  Hi, sweetie!, Speaker :  Hello., ; The emotion of Ross is initially neutral, the emotion of others is neutral, Ross respond with neutral, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Hi., Others :  Hi, sweetie!, Speaker :  Hello., ; 	Speaker :  Hi., Others :  Hi, sweetie!, Speaker :  Hello., ; The emotion of Ross is initially neutral, the emotion of others is neutral, Ross respond with neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
557	04_e12_c08(0) 	"[['Joey', "" I call Monica's room!""]]"	Monica	First, the emotion of others is neutral, 	; 	Others :  I call Monica's room!, ; 	Others :  I call Monica's room!, ; First, the emotion of others is neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  I call Monica's room!, ; 	Others :  I call Monica's room!, ; First, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
558	02_e23_c02(0) 	"[['Monica Geller', "" Honey, you made the bed again. I told you, you don't have to do that. This isn't camp.""], ['Richard', "" Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.]""], ['Richard', ' Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?']]"	Richard	First, the emotion of others is neutral, Richard respond with neutral, Richard respond with neutral, 	 Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.],  Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?, ; 	Others :  Honey, you made the bed again. I told you, you don't have to do that. This isn't camp., Speaker :  Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.], Speaker :  Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?, ; 	Others :  Honey, you made the bed again. I told you, you don't have to do that. This isn't camp., Speaker :  Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.], Speaker :  Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?, ; First, the emotion of others is neutral, Richard respond with neutral, Richard respond with neutral, 	True	1	Richard is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Honey, you made the bed again. I told you, you don't have to do that. This isn't camp., Speaker :  Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.], Speaker :  Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?, ; 	Others :  Honey, you made the bed again. I told you, you don't have to do that. This isn't camp., Speaker :  Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.], Speaker :  Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?, ; First, the emotion of others is neutral, Richard respond with neutral, Richard respond with neutral, 	Richard is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
559	03_e02_c02(1) 	[['Monica', ' Has somebody been drinking my fat? (Joey and Chandler look at each other)'], ['Rachel', ' (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?']]	Chandler	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Has somebody been drinking my fat? (Joey and Chandler look at each other), Others :  (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?, ; 	Others :  Has somebody been drinking my fat? (Joey and Chandler look at each other), Others :  (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Has somebody been drinking my fat? (Joey and Chandler look at each other), Others :  (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?, ; 	Others :  Has somebody been drinking my fat? (Joey and Chandler look at each other), Others :  (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
560	01_e05_c02(0) 	"[['Rachel Green', "" Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady.""], ['Chandler Bing', ' Ooh, I hate when my father calls me that.'], ['Monica Geller', ' Did he give you that whole ""You\'re-not-up-to-this"" thing again?']]"	Angela Delvecchio	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	"Others :  Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady., Others :  Ooh, I hate when my father calls me that., Others :  Did he give you that whole ""You're-not-up-to-this"" thing again?, ; "	"Others :  Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady., Others :  Ooh, I hate when my father calls me that., Others :  Did he give you that whole ""You're-not-up-to-this"" thing again?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, "	False	0	Angela is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	"Others :  Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady., Others :  Ooh, I hate when my father calls me that., Others :  Did he give you that whole ""You're-not-up-to-this"" thing again?, ; "	"Others :  Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady., Others :  Ooh, I hate when my father calls me that., Others :  Did he give you that whole ""You're-not-up-to-this"" thing again?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, "	Angela is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
561	04_e24_c09(0) 	"[['Rachel', "" Hi, I'm back. Listen, I need to...""]]"	Ticket Agent	First, the emotion of others is neutral, 	; 	Others :  Hi, I'm back. Listen, I need to..., ; 	Others :  Hi, I'm back. Listen, I need to..., ; First, the emotion of others is neutral, 	True	1	Ticket is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hi, I'm back. Listen, I need to..., ; 	Others :  Hi, I'm back. Listen, I need to..., ; First, the emotion of others is neutral, 	Ticket is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
562	04_e12_c06(0) 	[['Chandler', ' Unfortunately that is correct.'], ['The Girls', ' Yes!!'], ['Ross', ' All right, we have a tie. Luckily, I have prepared for such an event. (He opens up an envelope and holds up some note cards.) The Lightning Round!'], ['All', ' Ohhhh.'], ['Ross', ' Thirty seconds, all the questions you can answer.']]	Monica	First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Unfortunately that is correct., Others :  Yes!!, Others :  All right, we have a tie. Luckily, I have prepared for such an event. (He opens up an envelope and holds up some note cards.) The Lightning Round!, Others :  Ohhhh., Others :  Thirty seconds, all the questions you can answer., ; 	Others :  Unfortunately that is correct., Others :  Yes!!, Others :  All right, we have a tie. Luckily, I have prepared for such an event. (He opens up an envelope and holds up some note cards.) The Lightning Round!, Others :  Ohhhh., Others :  Thirty seconds, all the questions you can answer., ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Unfortunately that is correct., Others :  Yes!!, Others :  All right, we have a tie. Luckily, I have prepared for such an event. (He opens up an envelope and holds up some note cards.) The Lightning Round!, Others :  Ohhhh., Others :  Thirty seconds, all the questions you can answer., ; 	Others :  Unfortunately that is correct., Others :  Yes!!, Others :  All right, we have a tie. Luckily, I have prepared for such an event. (He opens up an envelope and holds up some note cards.) The Lightning Round!, Others :  Ohhhh., Others :  Thirty seconds, all the questions you can answer., ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
563	04_e22_c13(0) 	"[['Joey', "" All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won't recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I. (to Ross) You be Mr. Gonzalez, and I'll be uh, Mr. Wong.""]]"	Chandler	First, the emotion of others is neutral, 	; 	Others :  All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won't recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I. (to Ross) You be Mr. Gonzalez, and I'll be uh, Mr. Wong., ; 	Others :  All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won't recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I. (to Ross) You be Mr. Gonzalez, and I'll be uh, Mr. Wong., ; First, the emotion of others is neutral, 	False	0	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won't recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I. (to Ross) You be Mr. Gonzalez, and I'll be uh, Mr. Wong., ; 	Others :  All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won't recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I. (to Ross) You be Mr. Gonzalez, and I'll be uh, Mr. Wong., ; First, the emotion of others is neutral, 	Chandler is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
564	03_e21_c06(0) 	"[['Monica', "" Oh my God! Oh, this is incredible! Ohh! (she rolls over and kisses him on the cheek) All right, y'know what? I'm just gonna roll right into that office and-and quit!""], ['Pete', ' All right.']]"	Phoebe	First, the emotion of others is neutral, the emotion of others is anger, 	; 	Others :  Oh my God! Oh, this is incredible! Ohh! (she rolls over and kisses him on the cheek) All right, y'know what? I'm just gonna roll right into that office and-and quit!, Others :  All right., ; 	Others :  Oh my God! Oh, this is incredible! Ohh! (she rolls over and kisses him on the cheek) All right, y'know what? I'm just gonna roll right into that office and-and quit!, Others :  All right., ; First, the emotion of others is neutral, the emotion of others is anger, 	True	1	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Oh my God! Oh, this is incredible! Ohh! (she rolls over and kisses him on the cheek) All right, y'know what? I'm just gonna roll right into that office and-and quit!, Others :  All right., ; 	Others :  Oh my God! Oh, this is incredible! Ohh! (she rolls over and kisses him on the cheek) All right, y'know what? I'm just gonna roll right into that office and-and quit!, Others :  All right., ; First, the emotion of others is neutral, the emotion of others is anger, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
565	02_e01_c07(0) 	"[['Rachel Green', "" Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.)""]]"	Rachel Green	The emotion of Rachel is initially neutral, 	 Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.), ; 	Speaker :  Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.), ; 	Speaker :  Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.), ; The emotion of Rachel is initially neutral, 	False	0	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.), ; 	Speaker :  Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.), ; The emotion of Rachel is initially neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
566	01_e14_c10(0) 	[['Phoebe Buffay', ' Ok, so now we need, um sage branches and the sacramental wine.'], ['Monica Geller', ' All I have is, is oregano and a Fresca.']]	Phoebe Buffay	The emotion of Phoebe is initially joy, the emotion of others is neutral, 	 Ok, so now we need, um sage branches and the sacramental wine., ; 	Speaker :  Ok, so now we need, um sage branches and the sacramental wine., Others :  All I have is, is oregano and a Fresca., ; 	Speaker :  Ok, so now we need, um sage branches and the sacramental wine., Others :  All I have is, is oregano and a Fresca., ; The emotion of Phoebe is initially joy, the emotion of others is neutral, 	True	1	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Ok, so now we need, um sage branches and the sacramental wine., Others :  All I have is, is oregano and a Fresca., ; 	Speaker :  Ok, so now we need, um sage branches and the sacramental wine., Others :  All I have is, is oregano and a Fresca., ; The emotion of Phoebe is initially joy, the emotion of others is neutral, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
567	02_e16_c05(0) 	[['Joey Tribbiani', ' Can you believe this place?']]	Joey Tribbiani	The emotion of Joey is initially joy, 	 Can you believe this place?, ; 	Speaker :  Can you believe this place?, ; 	Speaker :  Can you believe this place?, ; The emotion of Joey is initially joy, 	False	0	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Can you believe this place?, ; 	Speaker :  Can you believe this place?, ; The emotion of Joey is initially joy, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
568	01_e07_c10(0) 	"[['Joey Tribbiani', "" OK, you've got to promise that you'll never, ever tell Ross that I told you.""], ['Monica Geller', ' About what?']]"	Phoebe Buffay	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  OK, you've got to promise that you'll never, ever tell Ross that I told you., Others :  About what?, ; 	Others :  OK, you've got to promise that you'll never, ever tell Ross that I told you., Others :  About what?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  OK, you've got to promise that you'll never, ever tell Ross that I told you., Others :  About what?, ; 	Others :  OK, you've got to promise that you'll never, ever tell Ross that I told you., Others :  About what?, ; First, the emotion of others is neutral, the emotion of others is neutral, 	Phoebe is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
569	01_e20_c05(0) 	"[['Barry', "" What's the matter?""], ['Rachel Green', "" Oh, it's just... Oh, Barry, this was not good.""], ['Barry', ' No, it was. It was very very good.']]"	Barry	The emotion of Barry is initially neutral, the emotion of others is neutral, Barry respond with neutral, 	 What's the matter?,  No, it was. It was very very good., ; 	Speaker :  What's the matter?, Others :  Oh, it's just... Oh, Barry, this was not good., Speaker :  No, it was. It was very very good., ; 	Speaker :  What's the matter?, Others :  Oh, it's just... Oh, Barry, this was not good., Speaker :  No, it was. It was very very good., ; The emotion of Barry is initially neutral, the emotion of others is neutral, Barry respond with neutral, 	True	1	Barry is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  What's the matter?, Others :  Oh, it's just... Oh, Barry, this was not good., Speaker :  No, it was. It was very very good., ; 	Speaker :  What's the matter?, Others :  Oh, it's just... Oh, Barry, this was not good., Speaker :  No, it was. It was very very good., ; The emotion of Barry is initially neutral, the emotion of others is neutral, Barry respond with neutral, 	Barry is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
570	04_e16_c03(0) 	"[['Joshua', ' (coming in from a changing room) Okay!'], ['Rachel', "" Oh, here's that trench-coat that you wanted.""], ['Joshua', "" Oh great! (He tries on the coat.) Wow! Yeah, it's comfortable.""]]"	Rachel	First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, 	 Oh, here's that trench-coat that you wanted., ; 	Others :  (coming in from a changing room) Okay!, Speaker :  Oh, here's that trench-coat that you wanted., Others :  Oh great! (He tries on the coat.) Wow! Yeah, it's comfortable., ; 	Others :  (coming in from a changing room) Okay!, Speaker :  Oh, here's that trench-coat that you wanted., Others :  Oh great! (He tries on the coat.) Wow! Yeah, it's comfortable., ; First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, 	False	0	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (coming in from a changing room) Okay!, Speaker :  Oh, here's that trench-coat that you wanted., Others :  Oh great! (He tries on the coat.) Wow! Yeah, it's comfortable., ; 	Others :  (coming in from a changing room) Okay!, Speaker :  Oh, here's that trench-coat that you wanted., Others :  Oh great! (He tries on the coat.) Wow! Yeah, it's comfortable., ; First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
571	03_e16_c09(0) 	[['Phoebe', ' (reading from the instructions) After applying the Waxine and linen strips to leg number one,']]	Monica	First, the emotion of others is neutral, 	; 	Others :  (reading from the instructions) After applying the Waxine and linen strips to leg number one,, ; 	Others :  (reading from the instructions) After applying the Waxine and linen strips to leg number one,, ; First, the emotion of others is neutral, 	False	0	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (reading from the instructions) After applying the Waxine and linen strips to leg number one,, ; 	Others :  (reading from the instructions) After applying the Waxine and linen strips to leg number one,, ; First, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
572	02_e18_c09(0) 	"[['Richard', "" Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two.""], ['Monica Geller', "" Two it is. Ok, time for bed, I'm gonna go brush my teeth. [goes in the bathroom]""]]"	Ross Geller	First, the emotion of others is joy, the emotion of others is neutral, 	; 	Others :  Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two., Others :  Two it is. Ok, time for bed, I'm gonna go brush my teeth. [goes in the bathroom], ; 	Others :  Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two., Others :  Two it is. Ok, time for bed, I'm gonna go brush my teeth. [goes in the bathroom], ; First, the emotion of others is joy, the emotion of others is neutral, 	True	1	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two., Others :  Two it is. Ok, time for bed, I'm gonna go brush my teeth. [goes in the bathroom], ; 	Others :  Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two., Others :  Two it is. Ok, time for bed, I'm gonna go brush my teeth. [goes in the bathroom], ; First, the emotion of others is joy, the emotion of others is neutral, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
